Title,Subtitle,Author,Publication,SourceType,Publisher,Volume,Issue,PubDate,AlphaDate,StartPage,EndPage,PageRange,ISSN,EISSN,ISBN,Language,Abstract,DocumentUrl
Appropriations Committee Passes Funding For Tsunami Warning System,,,Targeted News Service,Wire Feeds,,,,6/6/2014,6-Jun-14,n/a,,,,,,ENG,,https://www.proquest.com/docview/1535409158?accountid=12492&bdid=39766&_bd=G7%2FWuGKO9cZ21y569iEujqxMlvY%3D
Taking Marine Mammals Incidental to Rocky Intertidal Monitoring Surveys Along the Oregon and California Coasts Notice Posted in Federal Register,,,Targeted News Service,Wire Feeds,,,,10/30/2013,30-Oct-13,n/a,,,,,,ENG,,https://www.proquest.com/docview/1446896799?accountid=12492&bdid=39766&_bd=ZW%2ByofGae%2FLiCKnMpeSxQUk2oIU%3D
The Aua Transect,,"Cheslow, Erin; Deputy, Interim",University Wire,Wire Feeds,,,,8/8/2017,8-Aug-17,n/a,,,,,,ENG,,https://www.proquest.com/docview/1926997630?accountid=12492&bdid=39766&_bd=GyRwgBdyvhkPwLv1KKqknKBtsbU%3D
NOAA Administrator Jane Lubchenco stepping down in February (Posted 2012-12-12 17:15:58),"NOAA's leader, Jane Lubchenco, announced this morning she is leaving the agency at the end of February (2013)","Samenow, Jason",The Washington Post (Online),"Blogs, Podcasts, & Websites",,,,12/12/2012,12-Dec-12,n/a,,,26419599,,,ENG,"Â [...]her letter to staff makes clear family matters are driving her decision - in particular her desire to return to the West Coast.  Helping create the first National Ocean Policy that recognizes the value of a healthy marine environment, emphasizes collaboration between regions and the federal government and coordination across federal agencies to achieve healthy oceans, coasts and Great Lakes; 5.",https://www.proquest.com/docview/1237683473?accountid=12492&bdid=39766&_bd=iEzt1Dqo%2BgBjaVmYYAPDcNSgU%2Fs%3D
"Down East Maine producer of Kelp Krunch, Dulse seaweed products plans $1.5M expansion",,,Sun Journal,Newspapers,,,,11/29/2014,29-Nov-14,n/a,,,,,,ENG,"Â ""We built it for 10 years out, so yes, we will grow,"" said [Shep Erhart]. ""We're not saying exactly how fast or what's next, but we're saying we need more space and we'd like to put new product on line.""""So we felt an increased demand on our supply and had less supply than ever,"" [Seraphina Erhart] said. ""That was around the time Shep started saying we needed to come up with new products and have more secondary products. We looked around and said, 'Where and how are we going to accomplish that in this facility?' The combination of all that happening, within a year, was a huge push for both the new facility and for farming. And it seemed we couldn't do one without the other.""""They've been through a bunch of ice ages,"" he said. ""They're millions of years old. They've survived a lot of changes. And so will we.""",https://www.proquest.com/docview/1628696985?accountid=12492&bdid=39766&_bd=xOqYkuFEqXrujSFmByuJCCYzXFY%3D
"THE `CANARIES' UNDER THE SOUND ; MICROSCOPIC SHELLS SHED BY SINGLE-CELLED CREATURES LIE DEEP WITHIN THE ESTUARY'S SEDIMENT, AND RESEARCHERS BELIEVE THEY HAVE A LOT TO TELL US ABOUT CLIMATE CHANGE.",[3 STARS/FINAL Edition],"Funkhouser, David; Courant Staff Writer",Hartford Courant,Newspapers,,,,4/22/2007,22-Apr-07,A.1,,A1,10474153,,,ENG,"Mostly, [Ellen Thomas] is looking for forams. Of the estimated 4,000 species of forams, just three or four are common in the Sound. One, Elphidium excavatum, known as Elphidium e., has been dominant for thousands of years, she  said -- ever since melting ice sheets at the end of the last Ice Age raised ocean levels 300 feet, and the sea came pouring in, filling the basin that once was a freshwater lake and is now the Sound.PHOTO 1: COLOR, TONY BACEWICZ / HARTFORD COURANT FILE PHOTO PHOTO 2-3: COLOR, MARK MIRKO / THE HARTFORD COURANT GRAPHICS 1-2: (COLOR) GRAPHICS 3-4: (B&W), WES RAND / THE HARTFORD COURANT; PHOTO 1: THE SHADOWS of Groton Long Point fall on Long Island Sound. Scientists believe increased CO2 absorption and warming waters are putting stress on the Sound's ecosystem. And that's on top of long-standing concerns over reduced salinity and pollution related to population: 20 million people live within 50 miles of the Sound. PHOTO 2: STANDING IN A CLIMATE-CONTROLLED storage locker, Professor Ellen Thomas, above, who works at Wesleyan and Yale, holds a core sample taken from the Sound that she is using to track climate history, by counting population densities of foraminifera. Below, Wesleyan student [Emily Avener] holds a slide of the microscopic organisms taken from the core samples. Graphic 1: Suffering Lobsters Graphic 2: Thriving Striped Bass Graphic 3: A Change In The Menu SOURCES: Long Island Sound Study; University of California Museum of Paleontology Graphic 4: Stresses In The Sound SOURCES: Long Island Sound Study; Long Island Sound Lobster Initiative; NOAA; DEP; EPA Library note: The graphics were not available electronically for this database.",https://www.proquest.com/docview/257147342?accountid=12492&bdid=39766&_bd=ULCgxgJXufArTlfgwShKYI2pL%2Bk%3D
Kodiak Summer Interns Benefit Seafood Industry,,,Targeted News Service,Wire Feeds,,,,8/31/2017,31-Aug-17,n/a,,,,,,ENG,,https://www.proquest.com/docview/1934239152?accountid=12492&bdid=39766&_bd=1pptgioObH7YZzTB2KUPVl2yKcg%3D
UNCA alum among graduation speakers,,,Asheville Citizen - Times,Newspapers,,,,3/24/2017,24-Mar-17,A.8,,,,,,ENG,,https://www.proquest.com/docview/1880277364?accountid=12492&bdid=39766&_bd=YQDVY47tTE4TB0cDAvgS%2B35C1fY%3D
NOAA Administrator Jane Lubchenco stepping down in February (Posted 2012-12-13 19:27:24),"NOAA's leader, Jane Lubchenco, announced this morning she is leaving the agency at the end of February (2013)","Samenow, Jason",The Washington Post (Online),"Blogs, Podcasts, & Websites",,,,12/13/2012,13-Dec-12,n/a,,,26419599,,,ENG,"Â [...]her letter to staff makes clear family matters are driving her decision - in particular her desire to return to the West Coast.  Helping create the first National Ocean Policy that recognizes the value of a healthy marine environment, emphasizes collaboration between regions and the federal government and coordination across federal agencies to achieve healthy oceans, coasts and Great Lakes; 5.",https://www.proquest.com/docview/1238151271?accountid=12492&bdid=39766&_bd=T22WZgrnNDq13u9XeV69PnwtOaw%3D
"Candidates to debate, oil, gas and mining issues at ComFish",,"Bauman, Margaret",McClatchy - Tribune Business News,Wire Feeds,,,,3/9/2008,9-Mar-08,n/a,,,,,,ENG,"Other topics of interest to those in the seafood industry include a discussion on marine debris issues, led by Steven Campbell of the Alaska Marine Safety Education Association; a discussion on tackling climate change issues, sponsored by the Alaska Marine Conservation Council; a town meeting with Commissioner Denby Lloyd of the Alaska Department of Fish and Game; and an update on the Exxon Valdez lawsuit, led by plaintiffs' attorney Matt Jamin.",https://www.proquest.com/docview/465845679?accountid=12492&bdid=39766&_bd=77mxQ7MHEJU%2Bfz4cYOvFLMk2w6o%3D
Marine Science Symposium Offers Teaching Ideas,,,Targeted News Service,Wire Feeds,,,,1/17/2017,17-Jan-17,n/a,,,,,,ENG,"On Monday afternoon, keynote presentations will highlight Arctic marine research, the future of ocean warming trends, past extinctions of marine animals from Steller's sea cow back to the time of dinosaurs, and the experiences and perspectives of two participants in the Arctic Youth Ambassadors Program.Sessions for educators are cosponsored by Alaska Sea Grant, the North Pacific Research Board, the Alaska Ocean Observing System and the National Oceanic and Atmospheric Administration's Alaska Fisheries Science Center.",https://www.proquest.com/docview/1862473062?accountid=12492&bdid=39766&_bd=nRVt%2FUBUFkMbdlviob0DkFvp%2F1s%3D
"Gear, Not Geoducks, Impacts Ecosystem If Farming Increases",,,Targeted News Service,Wire Feeds,,,,10/21/2015,21-Oct-15,n/a,,,,,,ENG,,https://www.proquest.com/docview/1724823387?accountid=12492&bdid=39766&_bd=sgCGswxvBadRNOEu%2BMCbZFpyXpo%3D
Foreign fishermen to 'talk shop' at forum,,"Trotter, Bill",Bangor Daily News,Newspapers,,,,3/2/2010,2-Mar-10,5,,,8928738,,,ENG,"According to a description of the seminar, it will be an informal session during which attendees can compare and contrast boats and gear, regulations and management, what roles the lobster industry plays in their regional or national economies and how they have been affected by the global economy.",https://www.proquest.com/docview/414535754?accountid=12492&bdid=39766&_bd=cJ1QrCZt1QTiSMC7rhB%2B9WYmmUU%3D
Economist: Many factors involved in retail salmon prices,,"Welch, Laine",Alaska Journal of Commerce,Trade Journals,,40,13,3/27/2016,27-Mar-16,6,,6,15374963,,,ENG,"Coming soon from Grundens: light weight gear and base layers for women, ceramic coatings on outer gear for added safety, and fabrics using Alaska crab shells that absorb sweat and eliminate odor.  Presentations also include: impacts of ocean acidification on crab fisheries, slow growing halibut, better trawling methods, new fishing vessel safety regulations, the ""graying of the fleet,"" challenges in access to Alaska fisheries, a cannery history and much more.",https://www.proquest.com/docview/1784150723?accountid=12492&bdid=39766&_bd=PEJ54IaClqJ989EBQSyubjq7j1w%3D
Walker orders mariculture task force,,"Summers, D J",Alaska Journal of Commerce,Trade Journals,,40,10,3/6/2016,6-Mar-16,2,,2,15374963,,,ENG,"""Mariculture represents a tremendous opportunity to diversify our economy, strengthen our coastal communities, and provide healthy food to the world by using sustainable practices that are a foundation of our current fishery resources,"" said Walker in a release.  Walker's mariculture task force follows the Alaska Crab Research, Rehabilitation, and Biology Program, which released an experimental batch of red king crab in 2013. -",https://www.proquest.com/docview/1780951540?accountid=12492&bdid=39766&_bd=A2PtqzQiV4s%2Bq3%2BgfbdiAYg68%2FM%3D
We can help slow changes to climate,,"O'Connor, Kim",Pacific Daily News,Newspapers,,,,7/27/2011,27-Jul-11,A.13,,A.13,1962485,,,ENG,"Â According to the U.S. Environmental Protection Agency and the Intergovernmental Panel on Climate Change, or IPCC, if carbon dioxide levels remain the same, surface temperatures most likely will remain fairly stable with an increase of a couple degrees by the end of the 21stcentury.",https://www.proquest.com/docview/879117893?accountid=12492&bdid=39766&_bd=uYvyvdS2uUBXD8MSZfmO9%2BJygWg%3D
House Appropriations Subcommittee Issues Joint Testimony From NOAA,,,Targeted News Service,Wire Feeds,,,,4/17/2021,17-Apr-21,,,,,,,ENG,,https://www.proquest.com/docview/2513721121?accountid=12492&bdid=39766&_bd=xG5IuH6XrzB4dzKYjcX7DiYh7vQ%3D
"Committee Approves FY2020 Commerce, Justice, Science Appropriations Bill",,,Targeted News Service,Wire Feeds,,,,9/30/2019,30-Sep-19,,,,,,,ENG,,https://www.proquest.com/docview/2299463272?accountid=12492&bdid=39766&_bd=NdYDeLXp2MGmpNg634e6CwB9lzA%3D
Lecture series focuses on ocean concerns,environmental journal,Anonymous,The Providence Journal,Newspapers,,,,1/16/2011,16-Jan-11,A.14,,,,,,ENG,The state of the world's oceans will be the focal point of a special lecture series that will be offered Tuesday nights starting Feb. 8 at the University of Rhode Island's Kingston campus.,https://www.proquest.com/docview/840317150?accountid=12492&bdid=39766&_bd=jnihd%2FoiyPIl3wDfJJ%2BZdTpXWyw%3D
"CSU's COAST, Others to Convene at Global PRIMO Sessions to Address Toxins in Aquatic Life, May 15-18 in Long Beach",,,Targeted News Service,Wire Feeds,,,,5/11/2011,11-May-11,n/a,,,,,,ENG,,https://www.proquest.com/docview/866288505?accountid=12492&bdid=39766&_bd=8frOff9DL5z8If6fM8nQYh8Gp3E%3D
"Economy top concern at forum Fishermen's event to tackle rules, ocean energy",,"Trotter, Bill",Bangor Daily News,Newspapers,,,,3/6/2010,6-Mar-10,1,,,8928738,,,ENG,"According to industry officials, fishermen generally are selling their shrimp for more than 50 cents a pound this winter, which is about a dime higher than last year's average price.",https://www.proquest.com/docview/414490753?accountid=12492&bdid=39766&_bd=ufju6eZKAfShn6uYa%2FW7R7oeDoQ%3D
"Where Trump would cut, Congress would restore",,,Portland Press Herald,Newspapers,,,,9/17/2017,17-Sep-17,B.2,,,26895900,,,ENG,,https://www.proquest.com/docview/1939411114?accountid=12492&bdid=39766&_bd=qSBIdk4NnLhMe5mh1FC4DiVGCe4%3D
EVENTS,,,Daily Press,Newspapers,,,,6/14/2012,14-Jun-12,G.6,,,,,,ENG,"Plein Air Experience. 8 a.m. June 23, Brent and Becky's Bulbs, 7900 Daffodil Lane, Gloucester. Experience plein air painting and support the arts. Brent & Becky's Bulbs will open their gardens to painters June 23. All artists begin Saturday morning with registration and a continental breakfast. Later in the day, have a chance to show off and sell your work at a Wet Paint Garden Party. Plein Air registration is $65. Proceeds go to support the Bay School in Mathews. Information: 725-1278. Or visit bayschool-arts.com/pleinairexperience.htmlGlorious Voices Series: ""Living in the Spirit."" 4-5:30 p.m. June 23, Gloucester Arts on Main, 6580-B Main St., Gloucester. The 40-member MGM Tri-County Gospel Choir presents ""Living in the Spirit,"" a program of rousing gospel and contemporary faith music. Proceeds will benefit the choir's Corarine Marsh Smith Scholarship Fund and Gloucester Arts on Main. Tickets are $10. Information: 824-9464 or visit gloucesterarts.org",https://www.proquest.com/docview/1020475055?accountid=12492&bdid=39766&_bd=IhhBRnMIFoP2fbd6ch%2F%2BJE5EIE4%3D
Childrenâ€™s Museum of the Brazos Valley â€“ â€œUnder the Seaâ€ Oceanography Camp - Maroon Weekly,,,University Wire,Wire Feeds,,,,7/3/2019,3-Jul-19,,,,,,,ENG,,https://www.proquest.com/docview/2251257507?accountid=12492&bdid=39766&_bd=iS97nR5mXr5c%2B6bg4zbIwwyKwC4%3D
"Keynote Address by the NOAA Administrator at the International Coral Reef Symposium 2010, Cairns, Australia",,,Targeted News Service,Wire Feeds,,,,7/9/2012,9-Jul-12,n/a,,,,,,ENG,,https://www.proquest.com/docview/1024237654?accountid=12492&bdid=39766&_bd=9mxGgx5JKVd6rerLPgYyO%2FhjrHw%3D
'State of the Coast' Conference Set for Oct. 27 in Coos Bay,,,Targeted News Service,Wire Feeds,,,,10/10/2018,10-Oct-18,n/a,,,,,,ENG,,https://www.proquest.com/docview/2117739814?accountid=12492&bdid=39766&_bd=%2F2dP2Ew4%2FgXK3iyH3FxW31qip%2BY%3D
H APPROPS HEARING ON THE DEPARTMENT OF COMMERCE F.Y. 2018 BUDGET,,,Financial Market Regulatory Wire,Other Sources,,,,5/25/2017,25-May-17,n/a,,,,,,ENG,,https://www.proquest.com/docview/1904819910?accountid=12492&bdid=39766&_bd=LFFEr1w6fnZWP51ZOnKdciRUJGU%3D
Earth Day Awards honor local efforts,County honors green achievements,,Kitsap Sun,Newspapers,,,,4/23/2013,23-Apr-13,A.4,,,,,,ENG,,https://www.proquest.com/docview/2582041919?accountid=12492&bdid=39766&_bd=wVFXiX8sUFWCyLGXbqA%2FdCxqprs%3D
"HOUSE APPROPRIATIONS COMMITTEE, COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES SUBCOMMITTEE HEARING ON F.Y. 2019 NOAA BUDGET",,,Political Transcript Wire,Wire Feeds,,,,4/13/2018,13-Apr-18,n/a,,,,,,ENG,,https://www.proquest.com/docview/2024522296?accountid=12492&bdid=39766&_bd=LZCWySRHy2eZ6ZYpPvDVt8olRBc%3D
Alaska may profit from popularity of home-meal kits,,"Welch, Laine",Alaska Dispatch News,Newspapers,,,,8/11/2017,11-Aug-17,n/a,,,23744219,,,ENG,,https://www.proquest.com/docview/1953970004?accountid=12492&bdid=39766&_bd=YJ5oGo21d6ajAduBkXX8xvipTKI%3D
Trump's budget cuts may cripple programs,,"Woodard, Colin",Kennebec Journal,Newspapers,,,,5/25/2017,25-May-17,1.A,,,7452039,,,ENG,,https://www.proquest.com/docview/1902029839?accountid=12492&bdid=39766&_bd=wxq%2B2AVK7pbdeQoqvlyNBuNPCTU%3D
sea star wasting syndrome,Decline comes as a shock Residents are recruited to aid in monitoring effort,,Kitsap Sun,Newspapers,,,,6/15/2014,15-Jun-14,A.1,,,,,,ENG,,https://www.proquest.com/docview/2581694935?accountid=12492&bdid=39766&_bd=DaCA5iL%2FZkEvZwcX239F78N9t70%3D
Picks and pans feature best and worst in 2017 fish news,,"Welch, Laine",Alaska Journal of Commerce,Trade Journals,,42,1,1/7/2018,7-Jan-18,3,6,"3,6",15374963,,,ENG,"Best fish watchers Cook Inletkeeper, Trustees for Alaska Most encouraging fish talks The Stand for Salmon and United Fishermen of Alaska educational outreach on the push to update salmon habitat and permitting laws for the first time since statehood (1959).Most unacceptable fish story Nearly 60 million gallons of detergents, road runoff, human wastes, pharmaceuticals and other Anchorage effluent being legally piped into Cook Inlet every day thanks to decades long waivers from the Environmental Protection Agency.Best fish economist Andy Wink, Senior Seafood Analyst, McDowell Group Best go-to-bat for their fishery The Bristol Bay Regional Seafood Development Association, funded and operated by the Bay's roughly 1,800 driftnet fishermen Best fish mainstream move Trident's Fork and Fin food truck that is taking the message to the streets that overlooked Alaska pollock (aka ""cod's cousin"") is what's for dinner.",https://www.proquest.com/docview/1987358822?accountid=12492&bdid=39766&_bd=A1fQs6Cy618zrSEfUfoHZm44Ito%3D
VEGGIES OF THE SEA,Nutrient-packed New England seaweed could be the next big thing in local food,"Christian, Jon",Boston Globe,Newspapers,,,,10/5/2015,5-Oct-15,B.14,,B.14,7431791,,,ENG,"Â According to Redmond, though, who holds a master's degree in ecology, the rich nutritional content and low environmental footprint of native seaweeds like kelp, nori, and dulse makes their cultivation a promising venture for a new wave of growers who are just now starting to experiment with aquaculture.",https://www.proquest.com/docview/1718868141?accountid=12492&bdid=39766&_bd=wGz7ILonNOnFQcRdcZMQVIROy1A%3D
Takes of Marine Mammals Incidental to Specified Activities Notice Posted in Federal Register,,,Targeted News Service,Wire Feeds,,,,12/23/2013,23-Dec-13,n/a,,,,,,ENG,,https://www.proquest.com/docview/1470399830?accountid=12492&bdid=39766&_bd=O2MYo77TlAiw4vwxvHMlOWx%2BSC4%3D
Sen. Blumenthal Demands Measures to Ensure Connecticut Fisherman Get a Fair Shake,,,Targeted News Service,Wire Feeds,,,,8/1/2017,1-Aug-17,n/a,,,,,,ENG,,https://www.proquest.com/docview/1925206241?accountid=12492&bdid=39766&_bd=3YdqukezDMo1FWFkmRcTOMGV1FM%3D
"HOUSE APPROPRIATIONS COMMITTEE, COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES SUBCOMMITTEE HEARING ON F.Y. 2019 NOAA BUDGET",,,Financial Market Regulatory Wire,Other Sources,,,,4/11/2018,11-Apr-18,n/a,,,,,,ENG,,https://www.proquest.com/docview/2027695586?accountid=12492&bdid=39766&_bd=FjGdGE84SKTTYuFazRl5%2BXtReRw%3D
Senate panel considers Robinson nomination to NOAA,,"Jansen, Bart",Gannett News Service,Wire Feeds,,,,3/18/2010,18-Mar-10,n/a,,,,,,ENG,"""He has a strong history of applying his scientific research to help communities meet the challenges of coastal resource management,"" Sen. John Rockefeller IV, D-W.Va., chairman of the Senate Commerce, Science and Transportation Committee, said in a statement. ""If confirmed, Dr. Robinson will face tough decisions that will require him to balance the stewardship of our oceans, coasts and Great Lakes with the economic opportunities they promise.""  ""I'm very confident that there is a plan in place to provide us with the knowledge and safeguards that we need,"" Robinson said. ""We have to consider that people are part of the ecosystem. As part of the ecosystem, we have to have authority and ability to manage our resources and address the economic needs of the communities that we cover.""",https://www.proquest.com/docview/450222433?accountid=12492&bdid=39766&_bd=%2BUIgHVR%2F5usOoKjIyRLOTQLyNyc%3D
House Science Subcommittee Issues Testimony From NOAA Director Thur,,,Targeted News Service,Wire Feeds,,,,5/11/2022,11-May-22,,,,,,,ENG,,https://www.proquest.com/docview/2661922846?accountid=12492&bdid=39766&_bd=7kfxC8CBCxw46dWvWwRoLtWAZDc%3D
Maryland Commission on Climate Change Issues Report Entitled 'Recommendations for Reducing Greenhouse Gas Emissions and Preparing for and Adapting to the Impacts of Climate Change' (Part 1 of 3),,,Targeted News Service,Wire Feeds,,,,11/30/2022,30-Nov-22,,,,,,,ENG,,https://www.proquest.com/docview/2742729339?accountid=12492&bdid=39766&_bd=t%2Blx3A9JZDHHLODc%2FpNsY7gMnfc%3D
OSU Names Lubchenco Adviser for Marine Sciences,,,Targeted News Service,Wire Feeds,,,,4/17/2014,17-Apr-14,n/a,,,,,,ENG,,https://www.proquest.com/docview/1517388128?accountid=12492&bdid=39766&_bd=qbr0a4iMzGcVBVRnuDnfAXXt53o%3D
Univ. of Miami Student Bignami Among 5 Guy Harvey Scholarship Recipients,,,Targeted News Service,Wire Feeds,,,,2/6/2012,6-Feb-12,n/a,,,,,,ENG,,https://www.proquest.com/docview/921031725?accountid=12492&bdid=39766&_bd=Knh3f8qLSQ9srXyMptoqgEaYG5M%3D
Congress set to reject Trump's wide range of federal program cuts,,"Woodard, Colin",TCA Regional News,Wire Feeds,,,,9/17/2017,17-Sep-17,,,,,,,ENG,,https://www.proquest.com/docview/1939491896?accountid=12492&bdid=39766&_bd=9rTWXuDJ1g5SJwe58sWCxc27kX0%3D
Mike Spranger: It's an ocean world,,"Spranger, Mike",Gainesville Sun,Newspapers,,,,6/7/2009,7-Jun-09,n/a,,,1634925,,,ENG,"Â On Monday, June 8, people from all over the world will celebrate World Oceans Day. This year's theme is ""one ocean, one climate and one future.""Each one of us can do our part.  The first step is to gain a better understanding of the ocean and influence it has on us. We all need to be ocean literate. One can begin by learning about the diversity and wealth of ocean resources that are found in Florida's waters.Close your eyes and reflect on the beauty and diversity of Florida's waters. And join with others throughout the world as we celebrate ""one ocean, one climate and one future.""",https://www.proquest.com/docview/390435541?accountid=12492&bdid=39766&_bd=9QkNdJkeCQ8uZ%2FFLZSVelXWluRU%3D
"Candidates to debate, oil, gas and mining issues at ComFish",,"Bauman, Margaret",Alaska Journal of Commerce,Trade Journals,,32,10,3/9/2008,9-Mar-08,18,,18,15374963,,,ENG,"Other topics of interest to those in the seafood industry include a discussion on marine debris issues, led by Steven Campbell of the Alaska Marine Safety Education Association; a discussion on tackling climate change issues, sponsored by the Alaska Marine Conservation Council; a town meeting with Commissioner Denby Lloyd of the Alaska Department of Fish and Game; and an update on the Exxon Valdez lawsuit, led by plaintiffs' attorney Matt Jamin.",https://www.proquest.com/docview/219658563?accountid=12492&bdid=39766&_bd=twU5%2B%2F4Qp76%2FhBGTK3%2FBp3shGpA%3D
"Good for business and nature, kelp grows on Maine fishermen",,"Matusek, Sarah",The Christian Science Monitor,Newspapers,,,,6/21/2019,21-Jun-19,,,,8827729,,,ENG,"As climate change and shifting industry practices reshape the fishing business in Maine, seaweed is becoming an attractive alternative crop.",https://www.proquest.com/docview/2244336325?accountid=12492&bdid=39766&_bd=KmVHimOfJ2qPucDmhO2IOROiM%2Fo%3D
Coast Guard begins Arctic research cruise,,,University Wire,Wire Feeds,,,,8/23/2017,23-Aug-17,n/a,,,,,,ENG,,https://www.proquest.com/docview/1931368327?accountid=12492&bdid=39766&_bd=FAcGTCqqt47wkjFORLIRJFsZkd4%3D
Senate Science Subcommittee Issues Testimony From Lake Superior National Estuarine Research Reserve,,,Targeted News Service,Wire Feeds,,,,5/16/2019,16-May-19,n/a,,,,,,ENG,,https://www.proquest.com/docview/2226434996?accountid=12492&bdid=39766&_bd=XUM%2FrhH8%2Fn7kuyPJtXwedOUlwqw%3D
House Transportation & Infrastructure Subcommittee Issues Testimony From NOAA,,,Targeted News Service,Wire Feeds,,,,7/14/2021,14-Jul-21,,,,,,,ENG,,https://www.proquest.com/docview/2554968446?accountid=12492&bdid=39766&_bd=tl68VYfrOgqlTDyRp5ONp77Etns%3D
USM Hosting Panel on Federal Budget Cuts and Maine Fisheries,,,Targeted News Service,Wire Feeds,,,,6/26/2017,26-Jun-17,n/a,,,,,,ENG,,https://www.proquest.com/docview/1913815261?accountid=12492&bdid=39766&_bd=ph88yUEjVgqUWCBFf9Fkux7lYuk%3D
"Good for business and nature, kelp grows on Maine fishermen",,"Matusek, Sarah",The Christian Science Monitor,Newspapers,,,,6/21/2019,21-Jun-19,,,,8827729,,,ENG,"As climate change and shifting industry practices reshape the fishing business in Maine, seaweed is becoming an attractive alternative crop.",https://www.proquest.com/docview/2244438272?accountid=12492&bdid=39766&_bd=40lo%2FIkU%2BPKwYbuBvo0bp5DYsPo%3D
"Mainers have a strong voice - tell Collins why we need science funding Amid a budget battle, an oceanographer seeks help advocating for NOAA, the National Science Foundation and the U.S. Geological Survey.",,,Portland Press Herald,Newspapers,,,,5/10/2023,10-May-23,A.1,,,26895900,,,ENG,"[...]I'm on sabbatical and it is federal appropriations season, so I was recently there with other geoscientists, talking with members of Congress about the importance of federal science funding in our home states.With Sen. Susan Collins as vice chair of the Senate Appropriations Committee, every Maine constituent has a voice - and a particularly strong one - when it comes to the federal budget.Federal agencies such as the National Science Foundation, the National Oceanic and Atmospheric Administration and the U.S. Geological Survey fund research that helps us better understand, protect and sustainably use our climate, our environment and their resources.[...]NOAA coordinates ocean carbon dioxide removal research, which is already being carried out by Maine businesses.",https://www.proquest.com/docview/2811421686?accountid=12492&bdid=39766&_bd=SedCm0RtUkOdfbJfSfZyLmrzWg8%3D
"Written Statement of Kathryn Sullivan, Ph.D. Acting Under Secretary of Commerce for Oceans and Atmosphere and Acting NOAA Administrator on the National Oceanic and Atmospheric Administration's FY 2014 Budget Request",,,Targeted News Service,Wire Feeds,,,,4/23/2013,23-Apr-13,n/a,,,,,,ENG,,https://www.proquest.com/docview/1346404154?accountid=12492&bdid=39766&_bd=h%2FK2Xq%2BcJAvsB8AijKhniBBu2mM%3D
Weather records back Cicilline climate claim,,"Emery, C Eugene, Jr",The Providence Journal,Newspapers,,,,5/14/2015,14-May-15,6,,,,,,ENG,"Â The first is a four-page fact sheet from the University of Rhode Island's Sea Grant program which says, ""In Rhode Island, precipitation has increased by over 12 inches since 1905, mostly during non-summer months.""  Because the undated sheet refers to a weather event in 2012, it's clear that the ""over 12 inches"" is referring to a time span of at least 107 years.",https://www.proquest.com/docview/1680765466?accountid=12492&bdid=39766&_bd=mD5t2YjGvdywwz7GBt8qoiec8m0%3D
Winlock High School Team Competes at Annual Orca Bowl,,,TCA Regional News,Wire Feeds,,,,3/5/2015,5-Mar-15,n/a,,,,,,ENG,"According to Mitchell, the day started with a round-robin portion, where participants in four different divisions competed against the teams within their assigned division.",https://www.proquest.com/docview/1660706372?accountid=12492&bdid=39766&_bd=seJohf%2FXEw9wsIhV0hFB42P6J%2B4%3D
H APPROPS HEARING ON THE DEPARTMENT OF COMMERCE F.Y. 2018 BUDGET,,,Political Transcript Wire,Wire Feeds,,,,5/26/2017,26-May-17,n/a,,,,,,ENG,,https://www.proquest.com/docview/1902488301?accountid=12492&bdid=39766&_bd=yCRidpHWPrECiJZfEvAXdcCbLMw%3D
"REP. FRANK R. WOLF, R-VA., HOLDS A HEARING ON NOAA BUDGET",,,Political Transcript Wire,Wire Feeds,,,,4/5/2011,5-Apr-11,n/a,,,,,,ENG,,https://www.proquest.com/docview/860313167?accountid=12492&bdid=39766&_bd=oDsZ%2FC88%2BgfqSoNjAxP20QkY9%2B8%3D
Shellfish show promise,,"Consillio, Kristen",Honolulu Star - Advertiser,Newspapers,,,,9/19/2011,19-Sep-11,n/a,,,,,,ENG,"Â Hawaii imports more than 85 percent of its seafood, according to Maria Haws, University of Hawaii-Hilo assistant professor of aquaculture and sea grant program extention agent, who is researching the growth of oysters in Hawaii fishponds.  Hawaii's fishponds are largely insulated from ocean contaminants and rich in nutrients that help the growth of phytoplankton and microalgae, which oysters filter and clean from the water, helping the ecosystem, as well.",https://www.proquest.com/docview/963966473?accountid=12492&bdid=39766&_bd=QRkL4TEkmkKuO5UX31sI3qukWtE%3D
Acidifying Oceans Could Spell Trouble for Squid,,,Targeted News Service,Wire Feeds,,,,6/1/2013,1-Jun-13,n/a,,,,,,ENG,,https://www.proquest.com/docview/1365817792?accountid=12492&bdid=39766&_bd=ILnW5UCuEkMDC3EsyM%2Br2qButFM%3D
Maine Conservationists Endorse Tom Allen for Senate,,,Targeted News Service,Wire Feeds,,,,10/15/2008,15-Oct-08,n/a,,,,,,ENG,,https://www.proquest.com/docview/468665226?accountid=12492&bdid=39766&_bd=%2BLsjOMC4zQwKyMoH7z%2Bedx%2BuE84%3D
